category,price,date
Bags,96,2020-11-25T15:19:40.000Z
Apparel,14,2020-11-25T15:19:40.000Z
Clearance,9,2020-11-25T16:02:30.000Z
Clearance,9,2020-11-25T16:02:30.000Z
Apparel,44,2020-11-25T16:15:02.000Z
Campus Collection,7,2020-11-25T16:40:21.000Z
Apparel,14,2020-11-25T16:40:21.000Z
Bags,6,2020-11-25T16:43:45.000Z
Accessories,3,2020-11-25T16:43:45.000Z
New,4,2020-11-25T16:43:45.000Z
Accessories,3,2020-11-25T16:43:45.000Z
Apparel,24,2020-11-25T16:44:10.000Z
Shop by Brand,30,2020-11-25T16:44:10.000Z
New,6,2020-11-25T17:00:15.000Z
Lifestyle,5,2020-11-25T17:00:15.000Z
Office,16,2020-11-25T17:00:15.000Z
Apparel,48,2020-11-25T17:00:15.000Z
Apparel,22,2020-11-25T17:00:15.000Z
New,8,2020-11-25T17:00:15.000Z
New,12,2020-11-25T17:00:15.000Z
Lifestyle,22,2020-11-25T17:43:44.000Z
Apparel,14,2020-11-25T17:43:44.000Z
Apparel,14,2020-11-25T17:46:16.000Z
Lifestyle,22,2020-11-25T17:46:16.000Z
Apparel,14,2020-11-25T17:48:37.000Z
Lifestyle,22,2020-11-25T17:48:37.000Z
Small Goods,8,2020-11-25T17:57:10.000Z
Clearance,1,2020-11-25T17:57:10.000Z
Bags,9,2020-11-25T17:57:10.000Z
New,3,2020-11-25T17:57:10.000Z
Apparel,16,2020-11-25T17:57:10.000Z
Shop by Brand,1,2020-11-25T17:57:10.000Z
Small Goods,3,2020-11-25T17:57:10.000Z
Stationery,1,2020-11-25T17:57:10.000Z
New,8,2020-11-25T17:57:10.000Z
Google,3,2020-11-25T18:08:57.000Z
Campus Collection,1,2020-11-25T18:08:57.000Z
Apparel,24,2020-11-25T18:25:36.000Z
Google,7,2020-11-25T18:25:36.000Z
Drinkware,18,2020-11-25T18:25:36.000Z
Apparel,30,2020-11-25T18:25:36.000Z
Apparel,24,2020-11-25T18:25:36.000Z
Apparel,44,2020-11-25T19:22:21.000Z
Office,2,2020-11-25T19:30:43.000Z
Stationery,1,2020-11-25T19:30:43.000Z
Campus Collection,7,2020-11-25T19:30:43.000Z
Lifestyle,5,2020-11-25T19:30:43.000Z
Office,3,2020-11-25T19:30:43.000Z
Uncategorized Items,44,2020-11-25T19:30:43.000Z
Stationery,1,2020-11-25T19:31:50.000Z
Office,2,2020-11-25T19:31:50.000Z
Campus Collection,7,2020-11-25T19:31:50.000Z
Uncategorized Items,44,2020-11-25T19:31:50.000Z
Office,3,2020-11-25T19:31:50.000Z
Lifestyle,5,2020-11-25T19:31:50.000Z
Google,3,2020-11-25T20:25:54.000Z
Stationery,1,2020-11-25T20:25:54.000Z
Apparel,22,2020-11-25T20:25:54.000Z
Apparel,44,2020-11-25T20:25:54.000Z
Apparel,21,2020-11-25T20:25:54.000Z
Apparel,63,2020-11-25T20:25:54.000Z
Shop by Brand,1,2020-11-25T20:25:54.000Z
Apparel,92,2020-11-25T20:25:54.000Z
Apparel,16,2020-11-25T20:25:54.000Z
Apparel,14,2020-11-25T20:47:12.000Z
Apparel,13,2020-11-25T21:20:43.000Z
Apparel,48,2020-11-25T21:20:43.000Z
Apparel,14,2020-11-25T21:20:43.000Z
Apparel,24,2020-11-25T21:20:43.000Z
Shop by Brand,1,2020-11-25T21:20:43.000Z
Apparel,14,2020-11-25T21:20:43.000Z
Apparel,10,2020-11-25T21:27:08.000Z
Apparel,26,2020-11-25T21:27:08.000Z
Apparel,30,2020-11-25T21:27:08.000Z
Apparel,10,2020-11-25T21:27:08.000Z
Campus Collection,14,2020-11-25T21:27:08.000Z
Apparel,14,2020-11-25T21:27:08.000Z
Campus Collection,14,2020-11-25T21:27:08.000Z
Apparel,10,2020-11-25T21:27:08.000Z
Apparel,10,2020-11-25T21:27:08.000Z
Apparel,10,2020-11-25T21:27:08.000Z
Bags,16,2020-11-25T21:27:08.000Z
New,12,2020-11-25T21:27:08.000Z
Shop by Brand,30,2020-11-25T21:31:44.000Z
Shop by Brand,30,2020-11-25T21:31:44.000Z
Apparel,63,2020-11-25T21:35:46.000Z
Apparel,79,2020-11-25T21:35:46.000Z
Apparel,63,2020-11-25T21:35:46.000Z
New,10,2020-11-25T21:36:25.000Z
Office,1,2020-11-25T21:36:25.000Z
Writing Instruments,2,2020-11-25T21:36:25.000Z
Lifestyle,5,2020-11-25T21:36:25.000Z
Office,3,2020-11-25T21:36:25.000Z
Campus Collection,7,2020-11-25T21:36:25.000Z
Accessories,2,2020-11-25T21:36:25.000Z
Campus Collection,14,2020-11-25T21:45:25.000Z
Apparel,13,2020-11-25T21:52:06.000Z
Apparel,46,2020-11-25T21:52:06.000Z
Apparel,14,2020-11-25T21:52:06.000Z
New,17,2020-11-25T21:52:06.000Z
New,12,2020-11-25T21:52:06.000Z
Apparel,24,2020-11-25T21:52:06.000Z
Apparel,13,2020-11-25T21:52:06.000Z
Apparel,24,2020-11-25T22:04:06.000Z
Drinkware,24,2020-11-25T22:29:11.000Z
Drinkware,24,2020-11-25T22:38:48.000Z
Drinkware,24,2020-11-25T22:58:54.000Z
Apparel,30,2020-11-25T22:58:54.000Z
Uncategorized Items,3,2020-11-25T23:15:15.000Z
Office,3,2020-11-25T23:15:15.000Z
Accessories,40,2020-11-25T23:15:15.000Z
Campus Collection,7,2020-11-25T23:15:15.000Z
Lifestyle,14,2020-11-25T23:15:15.000Z
Notebooks & Journals,8,2020-11-25T23:15:15.000Z
Campus Collection,11,2020-11-25T23:15:15.000Z
Campus Collection,11,2020-11-25T23:15:15.000Z
Campus Collection,7,2020-11-25T23:15:15.000Z
Drinkware,18,2020-11-25T23:15:37.000Z
Office,3,2020-11-25T23:15:37.000Z
New,12,2020-11-25T23:15:37.000Z
Shop by Brand,25,2020-11-25T23:15:37.000Z
Writing Instruments,2,2020-11-25T23:18:10.000Z
Apparel,13,2020-11-25T23:18:10.000Z
Lifestyle,2,2020-11-25T23:18:10.000Z
New,12,2020-11-25T23:18:10.000Z
Apparel,44,2020-11-25T23:18:10.000Z
Accessories,10,2020-11-25T23:18:10.000Z
New,8,2020-11-25T23:18:10.000Z
Accessories,17,2020-11-25T23:18:10.000Z
Office,11,2020-11-25T23:18:10.000Z
Writing Instruments,2,2020-11-25T23:18:10.000Z
Writing Instruments,2,2020-11-25T23:18:10.000Z
Drinkware,27,2020-11-25T23:18:10.000Z
Apparel,18,2020-11-25T23:18:10.000Z
Apparel,16,2020-11-25T23:18:10.000Z
Apparel,60,2020-11-25T23:18:10.000Z
Apparel,24,2020-11-26T00:07:26.000Z
Apparel,30,2020-11-26T00:07:26.000Z
Shop by Brand,30,2020-11-26T00:09:53.000Z
Campus Collection,11,2020-11-26T00:20:08.000Z
Apparel,24,2020-11-26T00:20:08.000Z
Apparel,24,2020-11-26T00:20:08.000Z
Apparel,30,2020-11-26T00:20:08.000Z
Campus Collection,8,2020-11-26T00:20:08.000Z
Lifestyle,5,2020-11-26T00:20:46.000Z
Apparel,14,2020-11-26T00:20:46.000Z
Drinkware,10,2020-11-26T00:20:46.000Z
Apparel,24,2020-11-26T00:20:46.000Z
Apparel,16,2020-11-26T00:45:07.000Z
Uncategorized Items,9,2020-11-26T00:53:44.000Z
Uncategorized Items,18,2020-11-26T00:53:44.000Z
Apparel,24,2020-11-26T01:07:09.000Z
Drinkware,20,2020-11-26T01:31:18.000Z
Apparel,13,2020-11-26T01:31:18.000Z
Drinkware,10,2020-11-26T01:48:35.000Z
Google,3,2020-11-26T01:48:35.000Z
Office,3,2020-11-26T01:48:35.000Z
Bags,9,2020-11-26T01:48:35.000Z
Apparel,14,2020-11-26T01:48:35.000Z
Office,16,2020-11-26T01:48:35.000Z
Stationery,1,2020-11-26T01:48:35.000Z
Bags,10,2020-11-26T01:48:35.000Z
Campus Collection,18,2020-11-26T02:02:23.000Z
Google,7,2020-11-26T02:02:23.000Z
Drinkware,10,2020-11-26T02:47:15.000Z
Apparel,24,2020-11-26T03:11:05.000Z
Apparel,46,2020-11-26T03:11:05.000Z
Lifestyle,16,2020-11-26T03:11:05.000Z
Campus Collection,6,2020-11-26T03:45:46.000Z
Campus Collection,6,2020-11-26T03:45:46.000Z
Apparel,14,2020-11-26T04:00:14.000Z
New,13,2020-11-26T04:00:14.000Z
New,16,2020-11-26T04:22:14.000Z
New,12,2020-11-26T04:22:14.000Z
Apparel,14,2020-11-26T04:22:14.000Z
New,8,2020-11-26T04:22:14.000Z
Apparel,24,2020-11-26T04:22:14.000Z
Apparel,18,2020-11-26T04:22:14.000Z
Apparel,28,2020-11-26T04:22:14.000Z
Apparel,16,2020-11-26T04:22:14.000Z
Apparel,20,2020-11-26T04:22:14.000Z
Shop by Brand,30,2020-11-26T04:24:31.000Z
Apparel,92,2020-11-26T04:24:31.000Z
Apparel,21,2020-11-26T05:08:22.000Z
Lifestyle,22,2020-11-26T06:14:12.000Z
Apparel,44,2020-11-26T06:14:12.000Z
Apparel,14,2020-11-26T06:25:32.000Z
Lifestyle,32,2020-11-26T06:25:32.000Z
New,12,2020-11-26T06:25:32.000Z
Office,2,2020-11-26T06:25:32.000Z
Apparel,13,2020-11-26T06:25:32.000Z
Bags,10,2020-11-26T06:25:32.000Z
Accessories,3,2020-11-26T06:25:32.000Z
Apparel,24,2020-11-26T06:50:05.000Z
Apparel,45,2020-11-26T06:50:05.000Z
Lifestyle,22,2020-11-26T07:02:11.000Z
Apparel,13,2020-11-26T07:27:01.000Z
New,12,2020-11-26T07:27:01.000Z
Apparel,29,2020-11-26T08:38:04.000Z
New,13,2020-11-26T08:40:41.000Z
Shop by Brand,10,2020-11-26T08:57:07.000Z
Apparel,14,2020-11-26T08:57:07.000Z
New,12,2020-11-26T10:47:42.000Z
Apparel,92,2020-11-26T10:47:42.000Z
Lifestyle,16,2020-11-26T11:02:56.000Z
New,12,2020-11-26T11:02:56.000Z
Apparel,38,2020-11-26T11:02:56.000Z
Apparel,10,2020-11-26T11:02:56.000Z
Apparel,10,2020-11-26T11:02:56.000Z
Apparel,10,2020-11-26T11:02:56.000Z
Apparel,38,2020-11-26T11:02:56.000Z
Apparel,28,2020-11-26T11:09:30.000Z
Accessories,4,2020-11-26T11:09:30.000Z
Apparel,38,2020-11-26T11:13:58.000Z
Campus Collection,3,2020-11-26T12:17:19.000Z
Apparel,16,2020-11-26T12:17:19.000Z
Campus Collection,7,2020-11-26T12:17:19.000Z
Apparel,10,2020-11-26T12:17:19.000Z
Small Goods,8,2020-11-26T12:22:42.000Z
Accessories,10,2020-11-26T12:22:42.000Z
Accessories,16,2020-11-26T12:22:42.000Z
Apparel,30,2020-11-26T12:32:07.000Z
Apparel,18,2020-11-26T12:32:07.000Z
Apparel,13,2020-11-26T12:57:01.000Z
Notebooks & Journals,8,2020-11-26T12:57:01.000Z
Campus Collection,32,2020-11-26T12:57:01.000Z
Shop by Brand,3,2020-11-26T12:57:01.000Z
Apparel,14,2020-11-26T12:57:01.000Z
Apparel,28,2020-11-26T13:02:34.000Z
Campus Collection,14,2020-11-26T13:11:21.000Z
Campus Collection,3,2020-11-26T13:11:21.000Z
Campus Collection,32,2020-11-26T13:11:21.000Z
Campus Collection,7,2020-11-26T13:11:21.000Z
Apparel,14,2020-11-26T13:11:21.000Z
Clearance,9,2020-11-26T13:25:22.000Z
Drinkware,20,2020-11-26T13:25:22.000Z
Drinkware,24,2020-11-26T13:49:02.000Z
New,24,2020-11-26T13:49:02.000Z
Google,6,2020-11-26T13:49:02.000Z
Shop by Brand,30,2020-11-26T14:44:20.000Z
Apparel,44,2020-11-26T16:09:46.000Z
Apparel,44,2020-11-26T16:09:46.000Z
Clearance,32,2020-11-26T16:09:46.000Z
Apparel,46,2020-11-26T16:09:46.000Z
Apparel,14,2020-11-26T16:09:46.000Z
Clearance,41,2020-11-26T16:09:46.000Z
Drinkware,24,2020-11-26T16:28:27.000Z
Clearance,9,2020-11-26T16:31:43.000Z
Apparel,28,2020-11-26T16:31:43.000Z
Apparel,22,2020-11-26T16:31:43.000Z
New,12,2020-11-26T16:31:43.000Z
Accessories,3,2020-11-26T16:46:36.000Z
Apparel,20,2020-11-26T16:46:36.000Z
Apparel,12,2020-11-26T17:48:07.000Z
Campus Collection,14,2020-11-26T17:48:07.000Z
Campus Collection,14,2020-11-26T17:48:07.000Z
Campus Collection,1,2020-11-26T17:48:07.000Z
Campus Collection,1,2020-11-26T17:48:07.000Z
Apparel,14,2020-11-26T17:48:07.000Z
Campus Collection,18,2020-11-26T17:48:07.000Z
Campus Collection,32,2020-11-26T17:48:07.000Z
Campus Collection,8,2020-11-26T17:48:07.000Z
Campus Collection,1,2020-11-26T17:48:07.000Z
Office,6,2020-11-26T17:48:07.000Z
Campus Collection,32,2020-11-26T17:48:07.000Z
Campus Collection,14,2020-11-26T17:48:07.000Z
Campus Collection,1,2020-11-26T17:48:07.000Z
Shop by Brand,30,2020-11-26T19:03:35.000Z
Apparel,24,2020-11-26T19:16:31.000Z
Apparel,48,2020-11-26T20:06:00.000Z
Apparel,13,2020-11-26T20:06:00.000Z
Drinkware,4,2020-11-26T20:06:00.000Z
Accessories,6,2020-11-26T20:06:00.000Z
Bags,10,2020-11-26T20:06:00.000Z
Apparel,44,2020-11-26T21:23:45.000Z
Apparel,44,2020-11-26T21:23:45.000Z
Apparel,44,2020-11-26T21:26:35.000Z
Apparel,44,2020-11-26T21:38:33.000Z
Apparel,22,2020-11-26T22:23:12.000Z
Apparel,14,2020-11-26T22:23:12.000Z
Apparel,13,2020-11-26T23:06:24.000Z
Campus Collection,11,2020-11-26T23:06:24.000Z
Campus Collection,32,2020-11-26T23:34:37.000Z
Clearance,32,2020-11-26T23:34:37.000Z
Apparel,46,2020-11-26T23:38:55.000Z
Clearance,9,2020-11-26T23:50:14.000Z
Campus Collection,11,2020-11-26T23:50:14.000Z
Campus Collection,7,2020-11-27T00:07:42.000Z
Small Goods,3,2020-11-27T00:07:42.000Z
Apparel,13,2020-11-27T00:07:42.000Z
Accessories,4,2020-11-27T00:07:42.000Z
Campus Collection,14,2020-11-27T00:07:42.000Z
Campus Collection,1,2020-11-27T00:07:42.000Z
Accessories,2,2020-11-27T00:07:42.000Z
Campus Collection,32,2020-11-27T00:07:42.000Z
Campus Collection,7,2020-11-27T00:07:42.000Z
New,12,2020-11-27T00:07:42.000Z
Office,2,2020-11-27T00:07:42.000Z
Clearance,3,2020-11-27T00:07:42.000Z
Apparel,48,2020-11-27T00:07:42.000Z
Apparel,14,2020-11-27T00:07:42.000Z
New,22,2020-11-27T00:07:42.000Z
Campus Collection,7,2020-11-27T00:07:42.000Z
Accessories,3,2020-11-27T00:07:42.000Z
Office,3,2020-11-27T00:07:42.000Z
Accessories,10,2020-11-27T00:07:42.000Z
Accessories,3,2020-11-27T00:07:42.000Z
Electronics Accessories,10,2020-11-27T00:07:42.000Z
Accessories,2,2020-11-27T00:07:42.000Z
Accessories,3,2020-11-27T00:07:42.000Z
Apparel,24,2020-11-27T00:12:28.000Z
Apparel,14,2020-11-27T00:12:28.000Z
Apparel,13,2020-11-27T00:12:28.000Z
Campus Collection,7,2020-11-27T00:12:28.000Z
Apparel,14,2020-11-27T00:12:28.000Z
Apparel,48,2020-11-27T00:12:28.000Z
Campus Collection,7,2020-11-27T00:12:28.000Z
New,16,2020-11-27T00:56:39.000Z
Bags,6,2020-11-27T00:56:39.000Z
Bags,10,2020-11-27T01:02:27.000Z
Apparel,60,2020-11-27T01:02:27.000Z
Apparel,48,2020-11-27T01:02:27.000Z
Apparel,50,2020-11-27T01:02:27.000Z
Apparel,28,2020-11-27T01:02:27.000Z
Stationery,1,2020-11-27T01:22:54.000Z
Accessories,16,2020-11-27T01:22:54.000Z
Office,2,2020-11-27T01:22:54.000Z
New,2,2020-11-27T01:22:54.000Z
Office,2,2020-11-27T01:22:54.000Z
Clearance,1,2020-11-27T01:22:54.000Z
Stationery,1,2020-11-27T01:22:54.000Z
Office,5,2020-11-27T01:22:54.000Z
Apparel,14,2020-11-27T01:45:32.000Z
Accessories,16,2020-11-27T01:45:32.000Z
Apparel,32,2020-11-27T01:45:32.000Z
Apparel,13,2020-11-27T01:46:55.000Z
Shop by Brand,30,2020-11-27T01:46:55.000Z
Shop by Brand,30,2020-11-27T01:50:38.000Z
Shop by Brand,30,2020-11-27T01:50:47.000Z
Accessories,16,2020-11-27T01:57:02.000Z
Apparel,14,2020-11-27T01:57:02.000Z
Apparel,32,2020-11-27T01:57:02.000Z
Apparel,32,2020-11-27T01:58:52.000Z
Apparel,14,2020-11-27T01:58:52.000Z
Accessories,16,2020-11-27T01:58:52.000Z
New,12,2020-11-27T02:13:44.000Z
Bags,8,2020-11-27T02:28:18.000Z
New,12,2020-11-27T02:28:18.000Z
Bags,6,2020-11-27T02:28:18.000Z
Apparel,12,2020-11-27T02:28:18.000Z
Campus Collection,7,2020-11-27T02:29:27.000Z
Shop by Brand,10,2020-11-27T02:29:27.000Z
Uncategorized Items,9,2020-11-27T02:29:27.000Z
Shop by Brand,30,2020-11-27T02:29:27.000Z
Clearance,14,2020-11-27T02:29:27.000Z
Apparel,14,2020-11-27T02:29:27.000Z
Campus Collection,7,2020-11-27T02:29:27.000Z
Notebooks & Journals,5,2020-11-27T02:29:27.000Z
Clearance,6,2020-11-27T02:29:27.000Z
Clearance,14,2020-11-27T02:29:27.000Z
Accessories,3,2020-11-27T02:29:27.000Z
Campus Collection,7,2020-11-27T02:29:27.000Z
Campus Collection,7,2020-11-27T02:29:27.000Z
Accessories,3,2020-11-27T02:29:27.000Z
Accessories,3,2020-11-27T02:29:27.000Z
Campus Collection,7,2020-11-27T02:29:27.000Z
Clearance,14,2020-11-27T02:29:27.000Z
Stationery,1,2020-11-27T02:29:27.000Z
Notebooks & Journals,8,2020-11-27T02:29:27.000Z
Lifestyle,18,2020-11-27T02:45:47.000Z
Clearance,12,2020-11-27T02:45:47.000Z
Small Goods,8,2020-11-27T02:45:47.000Z
Apparel,14,2020-11-27T03:35:02.000Z
Lifestyle,16,2020-11-27T03:35:02.000Z
Apparel,46,2020-11-27T03:35:02.000Z
Drinkware,10,2020-11-27T04:15:34.000Z
Apparel,24,2020-11-27T04:15:34.000Z
Shop by Brand,37,2020-11-27T04:55:31.000Z
Shop by Brand,37,2020-11-27T05:05:44.000Z
Writing Instruments,2,2020-11-27T05:05:44.000Z
Writing Instruments,2,2020-11-27T05:05:44.000Z
Small Goods,16,2020-11-27T05:05:44.000Z
New,2,2020-11-27T05:10:08.000Z
Drinkware,12,2020-11-27T05:10:08.000Z
Stationery,6,2020-11-27T05:10:08.000Z
Stationery,1,2020-11-27T05:10:08.000Z
Apparel,63,2020-11-27T05:38:16.000Z
Apparel,63,2020-11-27T06:12:45.000Z
Small Goods,16,2020-11-27T06:31:23.000Z
Campus Collection,8,2020-11-27T06:31:23.000Z
Campus Collection,7,2020-11-27T06:31:23.000Z
Apparel,44,2020-11-27T06:58:55.000Z
Apparel,24,2020-11-27T06:58:55.000Z
Apparel,46,2020-11-27T07:08:18.000Z
Apparel,46,2020-11-27T07:08:18.000Z
Drinkware,10,2020-11-27T07:08:18.000Z
Shop by Brand,10,2020-11-27T07:08:18.000Z
Bags,10,2020-11-27T07:08:18.000Z
Shop by Brand,37,2020-11-27T07:11:30.000Z
Apparel,13,2020-11-27T08:02:54.000Z
Shop by Brand,1,2020-11-27T08:02:54.000Z
Apparel,55,2020-11-27T08:02:54.000Z
Apparel,10,2020-11-27T08:11:21.000Z
Lifestyle,14,2020-11-27T08:11:21.000Z
Drinkware,10,2020-11-27T08:11:21.000Z
New,8,2020-11-27T08:11:21.000Z
Apparel,22,2020-11-27T08:11:21.000Z
Apparel,63,2020-11-27T08:26:13.000Z
Apparel,10,2020-11-27T08:26:13.000Z
Apparel,46,2020-11-27T08:27:08.000Z
Apparel,24,2020-11-27T08:27:08.000Z
Apparel,16,2020-11-27T08:39:10.000Z
Apparel,14,2020-11-27T08:39:10.000Z
New,17,2020-11-27T08:46:13.000Z
Accessories,2,2020-11-27T08:46:13.000Z
Uncategorized Items,4,2020-11-27T08:46:13.000Z
Drinkware,4,2020-11-27T08:46:13.000Z
Accessories,3,2020-11-27T08:46:13.000Z
Campus Collection,7,2020-11-27T08:46:13.000Z
Accessories,11,2020-11-27T08:46:13.000Z
Apparel,24,2020-11-27T08:57:37.000Z
Apparel,16,2020-11-27T08:57:37.000Z
Apparel,24,2020-11-27T08:57:37.000Z
Apparel,24,2020-11-27T08:58:43.000Z
Apparel,24,2020-11-27T08:58:43.000Z
Apparel,22,2020-11-27T08:58:43.000Z
Apparel,23,2020-11-27T08:58:43.000Z
Uncategorized Items,60,2020-11-27T08:59:48.000Z
Campus Collection,1,2020-11-27T08:59:48.000Z
Accessories,3,2020-11-27T08:59:48.000Z
New,12,2020-11-27T08:59:48.000Z
Campus Collection,1,2020-11-27T08:59:48.000Z
New,8,2020-11-27T08:59:48.000Z
Uncategorized Items,44,2020-11-27T09:27:21.000Z
Shop by Brand,1,2020-11-27T09:27:21.000Z
New,3,2020-11-27T09:27:21.000Z
Apparel,14,2020-11-27T09:27:21.000Z
Clearance,32,2020-11-27T09:45:31.000Z
Clearance,14,2020-11-27T09:45:31.000Z
Notebooks & Journals,5,2020-11-27T10:18:28.000Z
Notebooks & Journals,8,2020-11-27T10:18:28.000Z
Bags,60,2020-11-27T10:18:28.000Z
Uncategorized Items,11,2020-11-27T10:22:09.000Z
New,8,2020-11-27T10:22:09.000Z
Apparel,63,2020-11-27T10:22:09.000Z
Apparel,25,2020-11-27T10:23:38.000Z
Apparel,10,2020-11-27T10:32:24.000Z
Apparel,14,2020-11-27T10:32:24.000Z
Small Goods,8,2020-11-27T10:35:11.000Z
Apparel,48,2020-11-27T10:49:07.000Z
Shop by Brand,30,2020-11-27T10:49:07.000Z
Apparel,24,2020-11-27T10:57:31.000Z
Apparel,14,2020-11-27T10:57:31.000Z
Apparel,18,2020-11-27T11:33:19.000Z
Bags,16,2020-11-27T11:33:19.000Z
New,12,2020-11-27T11:33:19.000Z
Apparel,14,2020-11-27T11:33:19.000Z
Apparel,44,2020-11-27T11:34:30.000Z
Apparel,14,2020-11-27T11:34:30.000Z
Campus Collection,6,2020-11-27T11:46:08.000Z
Apparel,24,2020-11-27T11:46:08.000Z
Campus Collection,14,2020-11-27T11:46:08.000Z
New,8,2020-11-27T11:46:08.000Z
Google,6,2020-11-27T11:46:08.000Z
Office,2,2020-11-27T11:46:08.000Z
Bags,10,2020-11-27T11:46:08.000Z
Clearance,14,2020-11-27T11:46:08.000Z
New,8,2020-11-27T11:46:08.000Z
Small Goods,8,2020-11-27T11:46:08.000Z
Uncategorized Items,18,2020-11-27T11:48:55.000Z
Apparel,44,2020-11-27T11:48:55.000Z
Apparel,24,2020-11-27T11:48:55.000Z
Apparel,20,2020-11-27T11:59:38.000Z
Apparel,22,2020-11-27T11:59:38.000Z
Office,3,2020-11-27T12:02:31.000Z
Campus Collection,7,2020-11-27T12:02:31.000Z
Campus Collection,7,2020-11-27T12:02:31.000Z
Drinkware,24,2020-11-27T12:13:30.000Z
Apparel,14,2020-11-27T12:18:03.000Z
Bags,8,2020-11-27T12:18:03.000Z
Clearance,8,2020-11-27T12:18:03.000Z
Bags,10,2020-11-27T12:18:03.000Z
Apparel,14,2020-11-27T12:18:03.000Z
Accessories,2,2020-11-27T12:18:03.000Z
Accessories,2,2020-11-27T12:18:03.000Z
Lifestyle,22,2020-11-27T12:47:04.000Z
Accessories,28,2020-11-27T12:47:04.000Z
Accessories,40,2020-11-27T12:47:04.000Z
Apparel,14,2020-11-27T12:47:04.000Z
Apparel,18,2020-11-27T12:47:04.000Z
Lifestyle,32,2020-11-27T12:47:04.000Z
Bags,9,2020-11-27T12:47:04.000Z
Bags,8,2020-11-27T12:47:04.000Z
Apparel,18,2020-11-27T13:18:05.000Z
Apparel,20,2020-11-27T13:18:05.000Z
Apparel,20,2020-11-27T13:18:05.000Z
Lifestyle,22,2020-11-27T14:04:30.000Z
New,12,2020-11-27T14:04:30.000Z
Apparel,38,2020-11-27T14:36:24.000Z
Apparel,19,2020-11-27T14:40:38.000Z
Apparel,115,2020-11-27T14:40:38.000Z
Apparel,24,2020-11-27T14:40:38.000Z
New,12,2020-11-27T14:49:18.000Z
Apparel,12,2020-11-27T14:49:18.000Z
Lifestyle,13,2020-11-27T14:50:46.000Z
Office,16,2020-11-27T14:50:46.000Z
Drinkware,10,2020-11-27T15:13:42.000Z
Shop by Brand,37,2020-11-27T15:13:42.000Z
New,3,2020-11-27T15:27:46.000Z
Campus Collection,3,2020-11-27T15:27:46.000Z
Campus Collection,3,2020-11-27T15:27:46.000Z
Stationery,1,2020-11-27T15:27:46.000Z
Apparel,24,2020-11-27T15:28:52.000Z
Apparel,44,2020-11-27T15:28:52.000Z
Drinkware,10,2020-11-27T15:28:52.000Z
Google,3,2020-11-27T15:28:52.000Z
Apparel,24,2020-11-27T15:28:52.000Z
Apparel,24,2020-11-27T15:34:35.000Z
Drinkware,10,2020-11-27T15:34:35.000Z
Shop by Brand,37,2020-11-27T15:52:02.000Z
Apparel,22,2020-11-27T15:52:02.000Z
Apparel,48,2020-11-27T15:52:02.000Z
Apparel,25,2020-11-27T16:02:02.000Z
New,8,2020-11-27T16:02:02.000Z
Apparel,44,2020-11-27T16:02:02.000Z
New,7,2020-11-27T16:02:02.000Z
Apparel,24,2020-11-27T16:02:02.000Z
New,6,2020-11-27T16:02:02.000Z
Campus Collection,3,2020-11-27T16:02:02.000Z
Apparel,89,2020-11-27T16:02:02.000Z
Apparel,24,2020-11-27T16:11:26.000Z
Apparel,24,2020-11-27T16:11:26.000Z
Drinkware,10,2020-11-27T16:39:28.000Z
Shop by Brand,10,2020-11-27T16:39:28.000Z
Apparel,63,2020-11-27T16:42:19.000Z
Uncategorized Items,3,2020-11-27T16:55:38.000Z
Apparel,26,2020-11-27T16:55:38.000Z
Apparel,28,2020-11-27T16:55:38.000Z
Apparel,48,2020-11-27T17:54:59.000Z
Apparel,48,2020-11-27T17:54:59.000Z
Apparel,20,2020-11-27T17:54:59.000Z
Writing Instruments,2,2020-11-27T18:16:09.000Z
Writing Instruments,2,2020-11-27T18:16:09.000Z
Writing Instruments,2,2020-11-27T18:16:09.000Z
Office,3,2020-11-27T18:16:09.000Z
Campus Collection,11,2020-11-27T18:36:55.000Z
Apparel,48,2020-11-27T18:36:55.000Z
Campus Collection,6,2020-11-27T18:36:55.000Z
Stationery,1,2020-11-27T18:36:55.000Z
Office,2,2020-11-27T18:36:55.000Z
Shop by Brand,30,2020-11-27T19:09:07.000Z
Notebooks & Journals,8,2020-11-27T19:20:55.000Z
Clearance,14,2020-11-27T19:20:55.000Z
Clearance,32,2020-11-27T19:20:55.000Z
Campus Collection,6,2020-11-27T19:20:55.000Z
Clearance,12,2020-11-27T19:20:55.000Z
Apparel,22,2020-11-27T19:51:31.000Z
Apparel,20,2020-11-27T19:51:31.000Z
Apparel,24,2020-11-27T19:54:26.000Z
Apparel,24,2020-11-27T20:07:59.000Z
Apparel,43,2020-11-27T20:07:59.000Z
Apparel,24,2020-11-27T20:14:30.000Z
Clearance,14,2020-11-27T20:21:58.000Z
Clearance,41,2020-11-27T20:21:58.000Z
Clearance,14,2020-11-27T20:21:58.000Z
Bags,6,2020-11-27T20:21:59.000Z
Apparel,71,2020-11-27T21:19:00.000Z
Drinkware,10,2020-11-27T21:19:31.000Z
Lifestyle,14,2020-11-27T21:19:31.000Z
Apparel,44,2020-11-27T21:22:14.000Z
Apparel,44,2020-11-27T21:22:14.000Z
New,6,2020-11-27T21:24:39.000Z
Apparel,60,2020-11-27T21:24:39.000Z
Apparel,10,2020-11-27T21:24:39.000Z
Uncategorized Items,44,2020-11-27T22:10:54.000Z
